0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.11254722474237971,0.0007786158241817763,0.005763449742041192,1.5233787864426058e-05,5.416457907351487e-05,4.23160774011835e-05,0.001015585857628404,0.018876355807119934,0.0032397188858346083,0.0004163902016276456,0.015750044008720498,0.00013371880458773984,0.00022004360248615418,0.24906735365407792,0.023184132486560413,0.0053335183956451674,0.011501509837641675,0.00480372110658235,0.0,0.0,0.0,0.027307411068531733,0.08169034110143672,0.03173536540779157,3.3852861920946795e-06,0.0,0.010667036791290335,0.0,0.0,0.022390282874514212,0.0008564774065999539,0.00348684477785752,0.0006736719522268412,0.0007278365313003562,0.04031875854784764,0.09858291919998917,9.648065647469837e-05,8.4632154802367e-06,0.0,0.006345718967081477,0.0025135749976302997,0.0029164240544895664,0.001553846362171458,0.0063406410377933355,3.7238148113041476e-05,0.02178770193232136,0.007764153881569148,0.0,0.0,0.006254316239894921,0.006514983276686211,0.040823166190469745,0.0032312556703543716,0.0015724654362279788,0.012166718574388278,0.07822719332692386,0.017227721431569826,0.027913377296916682,0.0003452991915936573,0.0006313558748256578,0.0003131389727687579,0.00035884033636203607,0.0,0.0,0.004622608295305285,0.022119459979146636,0.0035782475050440765,0.0002386626765426749,0.0010494387195493506
0.0007786158241817763,0.003547779929315224,0.025543676962450405,1.5233787864426058e-05,3.2160218824899455e-05,5.077929288142019e-06,7.278365313003561e-05,0.0026625275900824656,0.0012762528944196942,0.0008107760430066758,0.005138864439599724,6.770572384189359e-06,8.4632154802367e-06,0.002281682893471814,0.008646020934609812,0.0027420818155966904,0.0010189711438204985,0.00018957602675730205,0.0,0.0,1.5233787864426058e-05,0.0004451651342604504,0.0017197253855840973,0.0007836937534699183,0.0,0.0,0.00631863667754472,0.0,0.0,0.0006753645953228886,6.770572384189359e-06,4.908664978537286e-05,0.00012187030291540847,0.0006042735852889004,0.001040975504069114,0.0024814147788054003,2.7082289536757436e-05,5.077929288142019e-06,0.0,0.0041283565112594615,0.00011171444433912444,3.7238148113041476e-05,5.2471935977467534e-05,0.00020142452842963345,1.69264309604734e-05,0.0004637842083169711,0.0003774594104185568,0.0,0.0,0.002330769543257187,0.0004671694945090658,0.0010020447128600252,7.109101003398828e-05,0.00021835095939010685,0.008801744099446167,0.0039573995585586805,0.0007701526087015397,0.0008987934840011375,8.4632154802367e-06,1.3541144768378718e-05,0.00010494387195493507,0.0003232948313450419,0.0,3.3852861920946795e-06,0.00570759251987163,0.002122574442443364,0.002764086175845306,1.1848501672331378e-05,1.5233787864426058e-05
0.005763449742041192,0.025543676962450405,0.25206840986336987,0.0007904643258541077,0.00019634659914149143,3.38528619209468e-05,0.0022444447453587725,0.021745385854920175,0.02356159189697897,0.016262914866822843,0.08871650259312923,3.8930791209088815e-05,0.00011340708743517177,0.030711316334682933,0.1060000812468686,0.03892909856599277,0.0224935341033731,0.0045752142886159594,0.0,0.0,6.601308074584625e-05,0.008317648173976629,0.03049296537529283,0.018493818467413235,8.632479789841433e-05,0.0,0.11526899484082384,0.0,0.0,0.004668309658898563,0.0002335847472545329,0.0010240490731086406,0.003935395198310065,0.019512789611233733,0.022144849625587347,0.021037861040772387,0.0013693482647022979,0.0003656109087462254,0.0,0.09574097144172568,0.003458069845224715,0.0021682758060366423,0.0027623935327492585,0.00525565681322699,0.0006855204538991726,0.008454752264756463,0.007625357147693266,0.0,1.6926430960473398e-06,0.012754065728716705,0.01676732250944495,0.006489593630245501,0.0012525558910750315,0.0043043913932483855,0.21969830329456053,0.022173624558220154,0.0036578017305583014,0.01789800809760457,0.00035884033636203607,0.0006364338041137998,0.003674728161518775,0.008916843829977386,1.6926430960473398e-06,2.7082289536757436e-05,0.11413661660956817,0.059406694741973486,0.05641410174816179,0.00010663651505098241,0.00025728175059919564
1.5233787864426058e-05,1.5233787864426058e-05,0.0007904643258541077,0.026456011591219922,0.023871345583555633,0.004656461157226232,0.02192819130929329,1.8619074056520738e-05,0.0038321439694511774,0.0013507291906457771,0.00224613738845482,0.009333234031605032,0.011850194315427427,0.00020142452842963345,0.00010155858576284039,2.5389646440710098e-05,0.000612736800769137,0.0012830234668038836,0.0,0.0,0.0,0.0002081951008138228,0.0004163902016276456,0.00021327303010196483,0.0030619913607496376,3.8930791209088815e-05,0.0008023128275264391,0.0,0.0,0.00013710409077983453,0.0006364338041137998,0.0031093853674389635,0.009835949031131093,0.010682270579154761,0.0002843640401359531,8.801744099446167e-05,0.033326449918076075,0.002897804980433046,0.0,0.0005738060095600482,0.001638478516973825,0.0010579019350295874,0.0036239488686373544,0.00043500927568416634,0.03359388752725155,0.0009241831304418475,0.0007092174572438354,1.69264309604734e-05,0.0,6.770572384189359e-06,7.109101003398828e-05,0.00011848501672331379,0.0007193733158201194,0.0023730856206583707,0.0003774594104185568,1.5233787864426058e-05,0.0002860566832320004,0.0007058321710517407,0.0027336186001164537,0.0013879673387588187,0.042324540616663735,0.024568714539127137,7.61689393221303e-05,0.0015826212948042628,0.0042976208208641955,0.0005822692250402849,5.0779292881420196e-05,0.0006059662283849477,0.0029113461252014247
5.416457907351487e-05,3.2160218824899455e-05,0.00019634659914149143,0.023871345583555633,0.2607144307979797,0.0887909788893553,0.09254695391948435,1.3541144768378718e-05,0.006731641592980271,0.0013219542580129725,0.003315887825156739,0.15780003791520536,0.08096588985632845,0.0005873471543284269,6.432043764979891e-05,2.8774932632804778e-05,0.0008547847635039066,0.003192324879145283,0.0,0.0,1.6926430960473398e-06,0.0003774594104185568,0.0005314899321588648,0.00019465395604544407,0.011059729989573318,0.00026066703679129035,0.00034360654849761,0.0,0.0,0.0007193733158201194,0.002584666007664288,0.008816977887310593,0.01655574212243903,0.006531909707646684,7.109101003398828e-05,0.00012187030291540847,0.03911528930655798,0.015998862543839455,0.0,0.00031652425896085254,0.0024611030616528322,0.002191972809381305,0.013688404717734838,0.0013591924061260138,0.05864162006256009,0.002359544475889992,0.0018957602675730206,0.00014725994935611857,0.0,5.077929288142019e-06,7.786158241817763e-05,0.00021327303010196483,0.0015013744261939905,0.004302698750152338,0.0001861907405652074,4.739400668932551e-05,0.0013185689718208777,0.0015707727931319315,0.00983087110184295,0.005169332015328576,0.028382239434521794,0.02125790464325854,0.0003012904710964265,0.006120597435307181,0.0026760687348508444,0.0004773253530853498,4.908664978537286e-05,0.0027962463946702054,0.014162344784628092
4.23160774011835e-05,5.077929288142019e-06,3.38528619209468e-05,0.004656461157226232,0.0887909788893553,0.10844425787756097,0.01853613454481442,3.3852861920946795e-06,0.0022021286679575892,0.00048071063927744454,0.0010189711438204985,0.0618170185107449,0.01719217592655283,0.00024374060583081693,2.7082289536757436e-05,1.6926430960473398e-06,0.0003317580468252786,0.000876789123752522,0.0,0.0,0.0,0.00013033351839564518,0.00017942016818101804,4.908664978537286e-05,0.017718587929423553,0.0005196414304865333,0.0001489525924521659,0.0,0.0,0.00035376240707389405,0.0008835596961367114,0.0033548186163658276,0.003933702555214018,0.002031171715256808,2.2004360248615418e-05,6.939836693794093e-05,0.00885760132161573,0.013874595458300045,0.0,0.0001404893769719292,0.0006415117334019418,0.0005162561442944387,0.0021327303010196482,0.0003994637706671722,0.019169183062736125,0.0004908664978537286,0.0005754986526560955,8.971008409050902e-05,3.3852861920946795e-06,1.6926430960473398e-06,1.8619074056520738e-05,9.986594266679305e-05,0.0005501090062153854,0.0008784817668485694,6.262779455375158e-05,3.0467575728852116e-05,0.0004959444271418706,0.00048748121166163386,0.0021987433817654946,0.0014252054868718602,0.007039702636460887,0.005160868799848339,0.00039438584137903017,0.007153109723896058,0.001633400587685683,0.00020650245771777545,1.5233787864426058e-05,0.0009089493425774214,0.005172717301520671
0.001015585857628404,7.278365313003561e-05,0.0022444447453587725,0.02192819130929329,0.09254695391948435,0.01853613454481442,0.7095085918563555,0.00031990954515294726,0.06740274072770112,0.010118620428170997,0.02808602689271351,0.03158133488605127,0.08551232921231161,0.010184633508916845,0.0006889057400912673,0.0001320261614916925,0.009231675445842191,0.03154748202413032,0.0,0.0,0.0,0.006494671559533643,0.008393817113298759,0.003266801175371366,0.0031263117983994365,6.432043764979891e-05,0.0031296970845915316,0.0,0.0,0.010450378474996276,0.02576372056493656,0.09790755460466628,0.14506289861744912,0.06694741973486439,0.002469566277133069,0.002838562472071389,0.0633759428022045,0.0046835434467629895,0.0,0.004448266056412409,0.03831128383593549,0.02965849232894149,0.15265948083250958,0.016726699075139812,0.030709623691586887,0.029079608390093298,0.021020934609811914,0.00010663651505098241,7.61689393221303e-05,0.0001320261614916925,0.001000352069763978,0.004343322184457474,0.02505111782150063,0.05340796760958171,0.0032600306029871764,0.0008090833999106284,0.019390919308318325,0.017119392273422795,0.07213537082424948,0.07093697951224796,0.0769306287153516,0.11659264174193286,9.478801337865103e-05,0.0015352272881149372,0.019155641917967745,0.007672751154382591,0.00038761526899484084,0.023322929220436297,0.06429674064645426
0.018876355807119934,0.0026625275900824656,0.021745385854920175,1.8619074056520738e-05,1.3541144768378718e-05,3.3852861920946795e-06,0.00031990954515294726,0.07105377188587524,0.002000704139527956,0.0004451651342604504,0.007252975666562851,1.69264309604734e-05,4.739400668932551e-05,0.04016980595539547,0.08437995098105594,0.014961272325962437,0.0032431041720267033,0.0015623095776516947,0.0,0.0,3.554550501699414e-05,0.005900553832821027,0.014661674497962058,0.012588186705304066,1.1848501672331378e-05,0.0,0.01345143468428821,0.0,0.0,0.006247545667510732,0.0001523378786442606,0.0011831575241370905,0.0002335847472545329,0.0006736719522268412,0.03809970344892957,0.08332881961841054,4.4008720497230836e-05,8.4632154802367e-06,0.0,0.0058243848934988966,0.0009309537028260369,0.0006415117334019418,0.00044685777735649774,0.0018517515470757898,1.1848501672331378e-05,0.005604341291012742,0.0020260937859686657,0.0,1.6926430960473398e-06,0.017662730707253993,0.007186962585817005,0.007122642148167206,0.0011865428103291853,0.0006499749488821784,0.07577286083765522,0.0968784276022695,0.003315887825156739,0.006900905902585005,8.971008409050902e-05,0.00013879673387588186,8.971008409050902e-05,0.00025728175059919564,0.0,0.0,0.003849070400411651,0.00797911955476716,0.01610549905889044,7.447629622608295e-05,0.0003368359761134206
0.0032397188858346083,0.0012762528944196942,0.02356159189697897,0.0038321439694511774,0.006731641592980271,0.0022021286679575892,0.06740274072770112,0.002000704139527956,0.40744289022193936,0.09240138661322428,0.2497071727443838,0.003053528145269401,0.007144646508415822,0.02318074720036832,0.007188655228913052,0.0026828393072350337,0.05063711086135222,0.13161484921935301,0.0,0.0,0.0,0.017139703990575364,0.022210862706333195,0.010037373559560725,0.001061287221221682,1.0155858576284038e-05,0.022178702487508296,0.0,0.0,0.021703069777518992,0.006560684640279489,0.02673699034516378,0.09834087123725439,0.10581219786320735,0.0074814824845292425,0.007298677030156129,0.009529580630746524,0.002410323768771412,0.0,0.027754268845888233,0.10375394385841379,0.07213029289496134,0.08421237931454725,0.04256151065011036,0.005905631762109169,0.07955253287112893,0.0684606426627307,1.0155858576284038e-05,3.0467575728852116e-05,0.0004925591409497759,0.004524434995734539,0.007723530447264012,0.0283788541483297,0.12878813524895394,0.018976221749786727,0.002505111782150063,0.03447744722338827,0.051913363755771914,0.008561388779807446,0.017986025538599033,0.0215388833972024,0.0444471150591071,2.8774932632804778e-05,0.0005534942924074801,0.15464833647036522,0.037925361210036694,0.0033209657544448806,0.0032397188858346083,0.007361304824709881
0.0004163902016276456,0.0008107760430066758,0.016262914866822843,0.0013507291906457771,0.0013219542580129725,0.00048071063927744454,0.010118620428170997,0.0004451651342604504,0.09240138661322428,0.02976005091470433,0.05210463242562526,0.00046886213760511313,0.0016570975910303457,0.003932009912117971,0.0033057319665804547,0.000936031632114179,0.008815285244214545,0.021330688296388577,0.0,0.0,0.0,0.0025575837181275305,0.004179135804140882,0.0019753144930872457,0.00036899619493832006,1.6926430960473398e-06,0.011601375780308468,0.0,0.0,0.0032752643908516028,0.001046053433357256,0.004429646982355888,0.01715493777843979,0.03471780254302699,0.0022156698127259677,0.0015199935002505112,0.003617178296253165,0.0016926430960473398,0.0,0.014473791114300803,0.020416661024523015,0.013304174734932091,0.018544597760294657,0.006792576744437975,0.002684531950331081,0.014270673942775123,0.01086169074733578,1.1848501672331378e-05,5.077929288142019e-06,0.000348684477785752,0.0012914866822841204,0.0016215520860133517,0.005091470432910398,0.045366220260260805,0.011151132716759875,0.00048240328237349184,0.0057888393884819025,0.009886728324012512,0.002037942287640997,0.0025169602838223944,0.007948651979038308,0.015662026567726035,6.770572384189359e-06,0.0003402212623055153,0.05665276442470447,0.008275332096575444,0.0019837777085674824,0.0005721133664640008,0.001294871968476215
